"movie_name"
"蠢蛋告別式"
"刺激1995"
"刺客教條"
"刺客密令"
"刺殺小說家"
"刺殺終點戰"
"從前，有個好萊塢"
"叢林奇航"
"翠絲"
"打噴嚏"
"大地蜜語"
"大釣哥"
"大餓"
"大佛普拉斯"
"大紅狗克里弗"
"大畫特務"
"大黃蜂"
"大獵逃"
"大馬戲團"
"大冒險家"
"大明星多重宇宙"
"大三元"
"大聲點笨蛋！完全不知道你在唱什麼"
"大師兄"
"大手牽小手"
"大叔"
"大叔之愛電影版"
"大說謊家"
"大象席地而坐"
"大藝術家"
"大娛樂家"
"大約在冬季"
"大災難家"
"帶我回家"
"帶我去月球"
"單車天使"
"單身騎士"
"當愛不見了"
"當愛沉睡時"
"當貓王碰上總統"
"當男人戀愛時"
"當他們認真編織時"
"導演先生的完美假期"
"倒數反擊"
"倒數計死"
"盜墓同盟"
"盜速飛車"
"地久天長"
"地中海發燒友"
"登月先鋒"
"燈火闌珊"
"滴答屋"
"帝國戰神：巴霍巴利王"
"帝一之國"
"第三次殺人"
"第一爐香"
"第一人夫"
"點五步"
"電流大戰"
"電影版 壞傢伙們"
"電影版 如果30歲還是處男，似乎就能成為魔法師"
"電影版聲之形"
"電影哆啦A夢：大雄的月球探測記"
"電影配樂傳奇"
"電影音效傳奇：好萊塢之聲"
"電影之神"
"諜影殺機"
"丟包大作戰"
"東方快車謀殺案"
"東京喰種"
"東京復仇者"
"東經北緯"
"東邪西毒：終極版"
"東柱：時代詩情"
"洞"
"兜兜風"
"鬥魚"
"鬥陣俱樂部"
"獨自在夜晚的海邊"
"賭博默示錄：最終遊戲"
"杜立德"
"斷網"
"對頭冤家"
"敦克爾克大行動"
"多情動物"
"奪冠"
"奪魂鋸：遊戲重啟"
"奪魂索"
"朵拉與失落的黃金城"
"墮落天使"
"厄夢娃娃屋"
"厄夜追緝令"
"惡鄰布局"
"惡靈20"
"惡靈古堡首部曲：拉昆市"
"惡魔島"
"惡女"
"惡水真相"
"惡夜殺神"
"鱷魚"
"二階堂家物語"
"發條橘子"
"法貝爾曼"
"法蘭西特派週報"
"法律女王"
"翻供"
"翻滾吧！男人"
"返校"
"犯罪都市"
"犯罪教條"
"范保德"
"飯"
"飯戲攻心"
"非常母親"
"非戀人絮語"
"非賣品"
"肥龍過江"
"翡翠之城"
"廢棄之城"
"分貝人生"
"分裂"
"分秒幣爭"
"分手的決心"
"憤怒鳥玩電影2：冰的啦！"
"風櫃來的人"
"風流大丈夫"
"風水逝家"
"瘋狂電視台瘋電影"
"瘋狂競賽片"
"瘋狂亞洲富豪"
"鋒迴路轉"
"鳳梧洞戰役"
"俘虜"
"福島50英雄"
"福爾摩濕與滑生"
"父親"
"復仇"
"復仇母親"
"復仇者聯盟：無限之戰"
"複身犯"
"該死的阿修羅"
"蓋世棋蹟"
"感動她77次"
"感官世界"
"鋼琴教師"
"鋼琴師"
"鋼鐵英雄"
"鋼鐵雨：深潛行動"
"高潮"
"高玩殺手"
"哥吉拉大戰金剛"
"哥吉拉II怪獸之王"
"歌喉讚3"
"格鬥驕陽"
"格雷的五十道陰影：束縛"
"格雷的五十道陰影：自由"
"格瑞特真相"
"給19歲的我自己"
"攻敵必救"
"攻殼機動隊1995"
"恭喜八婆"
"狗狗的旅程"
"孤狼之血"
"孤味"
"古都"
"古魯家族：新石代"
"古曼童"
"古墓奇兵"
"牯嶺街少年殺人事件"
"骨妹"
"怪奇大廈"
"怪獸卡車"
"怪獸與鄧不利多的秘密"
"怪獸與葛林戴華德的罪行"
"怪獸與牠們的產地"
"怪胎"
"怪物的孩子"
"怪物奇兵 全新世代"
"冠軍大叔"
"關不住的誘惑"
"關於我和鬼變成家人的那件事"
"光"
"光影帝國"
"閨蜜2"
"閨蜜假期"
"鬼爸爸"
"鬼病院：靈異直播"
"鬼船瑪麗號"
"鬼店"
"鬼電梯"
"鬼故事"
"鬼故事收藏館"
"鬼護士"
"鬼靈精"
"鬼門"
"鬼滅之刃劇場版 無限列車篇"
"鬼片：即將上映"
"鬼神拍檔"
"鬼弒訊"
"鬼同你住"
"鬼玩人：復活"
"鬼戲語"
"鬼搖靈"
"鬼裔"
"鬼影"
"詭扯"
"詭孩"
"詭祭"
"詭老"
"詭妹"
"詭絲"
"詭憶"
"滾滾紅塵"
"國際市場：半世紀的諾言"
"哈樂黛的愛與死"
"哈利波特：神秘的魔法石"
"哈囉少女"
"哈勇家"
"還有機會說再見"
"海邊的曼徹斯特"
"海角上的兄妹"
"海街日記"
"海上鋼琴師"
"海上花"
"海獸之子"
"海灘救護隊"
"海豚總動員"
"海霧"
"海洋奇緣"
"駭客任務"
"駭客任務：復活"
"寒單"
"韓山島海戰"
"捍衛任務"
"捍衛任務2：殺神回歸"
"捍衛任務3：全面開戰"
"捍衛戰士"
"漢娜的失序人生"
"航海王：奪寶爭霸戰"
"好好拍電影"
"好想大聲說出心底的話"
"合約男女"
"何者"
"河畔小日子"
"闔家辣"
"黑暗騎士"
"黑暗騎士：黎明昇起"
"黑豹"
"黑吃黑"
"黑的教育"
"黑寡婦"
"黑計畫"
"黑魔女2"
"黑色追緝令"
"黑水風暴"
"黑塔"
"黑特冤家"
"黑熊來了"
"黑亞當"
"橫山家之味"
"衡量一個人"
"紅的告別式"
"紅盒子"
"紅樓夢"
"紅雀"
"紅鞋公主與七矮人"
"紅衣小女孩"
"紅衣小女孩2"
"後勁：王建民"
"胡桃鉗"
"胡桃鉗與奇幻四國"
"花甲大人轉男孩"
"花椒之味"
"花木蘭"
"花生醬獵鷹的願望"
"花束般的戀愛"
"花漾奶奶秀英文"
"花漾女子"
"花戰"
"花之武者"
"華麗的假期"
"壞蛋聯盟"
"壞教育"
"歡樂好聲音"
"歡樂時光"
"歡迎光臨奇幻城堡"
"歡迎來住我家"
"幻愛"
"幻影"
"換季男友"
"換人殺砍砍"
"皇家賓館"
"灰影地帶"
"輝耀姬物語"
"回憶的餘燼"
"迴路追殺令"
"迴憶"
"毀滅大作戰"
"毀滅倒數"
"毀滅者"
"婚禮的那一天"
"婚禮冤家"
"活個精彩"
"火花"
"火箭人"
"火口的二人"
"霍爾的移動城堡"
"緝毒風暴"
"緝魂"
"緝凶對決"
"機密同盟"
"機密同盟2"
"雞不可失"
"急先鋒"
"疾凍救援"
"疾厄"
"疾速救援"
"極盜戰"
"極地守護犬"
"極惡對決"
"極惡人魔"
"極速快遞"
"極速引爆"
"極限逃生"
"極智對決"
"忌日快樂"
"記得愛過你"
"記憶"
"記憶拼圖"
"記憶殺神"
"記憶乍響"
"記憶中的美好歌聲"
"寂寞公路"
"寄生上流"
"佳麗村三姊妹"
"家家"
"家戰"
"嘉年華"
"假面飯店"
"假如王子睡著了"
"間諜速成班"
"間諜之妻"
"監禁100呎"
"檢方的罪人"
"見鬼的戀愛季節"
"健忘村"
"江湖無難事"
"降魔傳"
"交友網戰"
"角落小夥伴電影版：藍色月夜的魔法之子"
"角落小夥伴電影版：魔法繪本裡的新朋友"
"角頭2：王者再起"
"揭大歡喜"
"揭密風暴"
"劫婚大作戰"
"劫局"
"劫命救護"
"劫獄救援"
"傑克蓋的房子"
"結婚計念日"
"姐姐的私廚"
"解凍屍篇"
"解碼遊戲"
"解憂雜貨店"
"借來的100天"
"今天決定我愛你"
"今天也要用便當出擊"
"今夜，我們無罪"
"今夜，在浪漫劇場與妳相遇"
"金爆內幕"
"金翅雀"
"金都"
"金剛：骷髏島"
"金剛戰士"
"金牌特勤隊"
"金牌特務：機密對決"
"金牌特務：金士曼起源"
"金派特務"
"金錢世界"
"金權性內幕"
"金魚"
"盡孝的滋味"
"噤界"
"噤界II"
"驚奇隊長"
"驚聲尖叫"
"驚濤佈局"
"鏡子"
"鳩的擊退法"
"救救旱鴨子"
"救命緝約"
"救命解藥"
"舊愛靈靈妻"
"巨齒鯊"
"劇場版動畫借來的100天"
"決勝女王"
"決戰38度線"
"決戰星期天"
"決戰異世界：弒血之戰"
"決戰中途島"
"絕代戀歌"
"絕地救援"
"絕命大平台"
"絕命控制"
"絕命直播"
"絕殺慕尼黑"
"絕鯊47：猛鯊出籠"
"軍艦島"
"咖啡與菸"
"看不見的目擊者"
"看你往哪跑"
"靠北少女"
"靠譜歌王"
"柯羅索巨獸"
"可不可以，你也剛好喜歡我"
"可可夜總會"
"刻在你心底的名字"
"鏗鏘玫瑰"
"空氣殺人"
"空中謎航"
"恐怖份子"
"控制"
"哭悲"
"哭泣的女人"
"酷瓜人生"
"酷寒殺手"
"跨越8年的新娘"
"狂徒"
"拉麵狂"
"拉普拉斯的魔女"
"來了"
"老闆好壞"
"老大人"
"老娘叫譚雅"
"老千：獨眼傑克"
"老人與槍"
"老師你會不會回來"
"樂高蝙蝠俠電影"
"樂高玩電影2"
"樂來越愛你"
"樂透大作戰"
"雷神索爾：愛與雷霆"
"雷神索爾3：諸神黃昏"
"李察朱威爾事件"
"李爾王"
"李宗偉：敗者為王"
"禮物"
"厲陰宅3：是惡魔逼我的"
"練愛iNG"
"戀愛完成式"
"戀妳非妳"
"戀妻家宮本"
"列車上的女孩"
"烈愛天堂"
"烈火邊境"
"烈火情人"
"獵魂者"
"獵殺414區"
"獵殺星期一"
"獵首密令"
"林北小舞"
"鈴芽之旅"
"澪之料理帖"
"靈魂急轉彎"
"靈異405號房"
"靈異孤兒院"
"靈異詭店"
"靈異乍現"
"靈語"
"流感"
"龍馬精神"
"龍貓"
"龍與地下城：盜賊榮耀"
"龍與雀斑公主"
"樓下的房客"
"嚕嚕米冬日樂園"
"鹿魔"
"路卡的夏天"
"旅貓日記"
"綠騎士"
"綠洲超音速"
"亂"
"亂世浮生"
"淪落人"
"輪到你了 劇場版"
"羅賓漢崛起"
"羅根"
"羅曼蒂克消亡史"
"羅曼律師"
"羅密歐與茱麗葉"
"羅生門"
"裸睡美人"
"媽的多重宇宙"
"媽媽的人生食譜"
"媽媽教我愛的一切"
"媽媽咪呀！回來了"
"馬德里金庫盜數90分鐘"
"馬丁伊登"
"馬克白"
"馬拉松武士"
"瑪雅蜜蜂大冒險：蜜糖危機"
"麥迪遜之橋"
"瞞天機密"
"曼蒂"
"曼菲"
"漫漫回家路"
"漫長的告別"
"盲點"
"盲人律師"
"貓咪收集之家"
"貓咪知道但是貓咪不說"
"貓是用來抱的"
"貓王艾維斯"
"沒說出口的殺人告白"
"沒有你的生日"
"沒有煙硝的愛情"
"梅艷芳"
"每天回家老婆都在裝死"
"美國動物"
"美國女孩"
"美國製造"
"美好的早晨"
"美好拾光公司"
"美麗人生"
"美麗之星"
"猛毒"
"猛毒2：血蜘蛛"
"夢鹿情謎"
"夢想之地"
"迷離夜蘇活"
"迷失安狄"
"迷雁返家路"
"迷走廣州"
"祕密花園"
"秘境探險"
"密室譯戰"
"密弒遊戲2：勝者危亡"
"密探"
"密陽"
"麵包超人電影版：多洛林與妖怪嘉年華"
"秒速五公分"
"妙探事務所"
"民雄鬼屋"
"名叫海賊的男人"
"名偵探柯南 緋色的彈丸"
"名偵探柯南：緋色的不在場證明"
"名偵探柯南：紺青之拳"
"名偵探奶奶"
"名偵探皮卡丘"
"明明會說話"
"明日之星"
"明天，我要和昨天的妳約會"
"明信片謀殺案"
"明月幾時有"
"鳴鳥不飛：烏雲密布"
"鳴鳥不飛：Don’t stay gold"
"模犯生"
"模仿遊戲"
"摩天大樓"
"魔比斯"
"魔法滿屋"
"魔髮精靈"
"魔髮精靈唱遊世界"
"魔仿犯"
"魔鬼對決"
"魔鬼剋星：未來世"
"魔幻開幕夜"
"魔戒二部曲：雙城奇謀"
"魔戒三部曲：王者再臨"
"魔力女聲"
"魔女首部曲：誕生"
"魔女席瑪"
"魔物獵人"
"末路狂奔"
"末日異戰"
"繆屍"
"母親！"
"目擊者"
"那才是我的世界"
"那個靜默的陽光午後"
"那個男人"
"那個閃閃發亮的家"
"那個我最親愛的陌生人"
"那年夏天的微光"
"那些年，我們一起追的女孩"
"那些要我死的人"
"那一夜"
"妳在月夜裡閃耀光輝"
"男兒王"
"男人不敗"
"男人與他的海"
"南方車站的聚會"
"南漢山城"
"南山的部長們"
"腦海中的橡皮擦"
"尼羅河謀殺案"
"霓裳魅影"
"你的情歌"
"你會在那裡嗎"
"你是我的勇氣"
"你在我心上"
"逆光天后"
"逆者"
"逆轉風帆"
"溺水小刀"
"凝弒"
"牛津解密"
"牛首村"
"紐約愛未眠"
"農場我的家"
"怒火"
"女鬼橋"
"女畫家與偷畫賊"
"女狼嗨到趴"
"女王的柯基"
"女王特大號"
"女王與知己"
"女巫們"
"女也"
"喔！露西"
"歐洲攻略"
"偶然與想像"
"派特森"
"陪你很久很久"
"陪睡大人"
"配對遊戲"
"霹靂嬌鋒"
"霹靂嬌娃"
"霹靂油俠"
"騙局"
"騙騙愛上你"
"騙徒"
"漂浪人生"
"乒乓"
"乒乓少女大逆襲"
"平行世界的愛情故事"
"破案天才伽利略：沉默的遊行"
"破處"
"破碎的瞬間"
"朴烈：逆權年代"
"普羅米亞"
"瀑布"
"七年之夜"
"七夜怪談"
"七月與安生"
"七罪追緝令"
"淒厲人僧"
"淒厲人僧：卡到陰"
"期末考"
"奇怪的數學家"
"奇光下的秘密"
"奇蹟：給總統的一封信"
"奇蹟救援"
"奇蹟男孩"
"奇異博士2：失控多重宇宙"
"奇異冒險"
"齊木楠雄的災難"
"騎機男孩"
"氣象戰"
"千年一問"
"前田建設奇幻營業部"
"潛艦獵殺令"
"潛艦追緝"
"潛龍突擊隊"
"錢力遊戲"
"淺田家！"
"搶救千金"
"喬瑟與虎與魚群動畫版"
"切小金家的旅館"
"親愛的"
"親愛的仇人"
"親愛的初戀"
"親愛的大笨象"
"親愛的房客"
"親愛的殺手"
"親愛的莎瑪"
"親愛陌生人"
"親密陌生人"
"親切的金子"
"青春，未完待續"
"青春催落去"
"青春後空翻"
"青春弒戀"
"青春豬頭少年不會夢到懷夢美少女"
"青梅竹馬"
"情牽拉麵茶"
"情人"
"情書"
"求婚好意外"
"驅魔禁區"
"驅魔失控"
"驅魔使者"
"娶我吧!"
"去年冬天，與你分別"
"去年聖誕節"
"全境入侵"
"全境失控"
"全員死刑"
"拳力逃脫"
"權力殺機"
"犬鳴村"
"犬之島"
"然後我們跳了舞"
"燃燒烈愛"
"燃燒女子的畫像"
"熱帶往事"
"熱帶雨"
"熱血合唱團"
"人面魚紅衣小女孩外傳"
"人肉搜索"
"人肉搜索2：失蹤搜救"
"人生"
"人生起跑線"
"人生消極掰"
"人聲"
"人性爆走課"
"人魚沉睡的家"
"忍者寶寶"
"日常對話"
"日間演奏會散場時"
"日麗"
"日落之前"
"日日是好日"
"熔爐"
"如果雨之後"
"入魔"
"若愛重來"
"薩滿"
"賽道狂人"
"三夫"
"三更半夜居然要吃香蕉？"
"三生三世十里桃花"
"喪屍來鬥陣"
"掃毒2 天地對決"
"沙丘"
"沙贊！"
"沙贊！眾神之怒"
"殺出個黃昏"
"殺戮重生犬屋敷"
"殺人回憶"
"殺人者的記憶法"
"殺手保鑣"
"殺手保鑣2"
"殺手餐廳"
"殺手寓言"
"殺手寓言：殺手不殺人"
"殺無赦"
"傻傻愛你，傻傻愛我"
"山的那一邊"
"山河故人"
"山田孝之的痛苦與榮耀"
"山中森林"
"閃電俠"
"尚氣與十環傳奇"
"少年"
"少年PI的奇幻漂流"
"少女"
"舌尖上的禪"
"設局"
"深海擴散"
"深海鯊機"
"深海終劫站"
"深夜加油站遇見抓狂衰事"
"深夜食堂電影版"
"深夜食堂電影版2"
"紳士追殺令"
"紳探追緝令"
"神鬼傳奇"
"神機有毛病"
"神力女超人"
"神力女超人1984"
"神秘家族"
"神探大戰"
"神偷奶爸3"
"神隱少女"
"神之一手：鬼手篇"
"生存家族"
"生生"
"盛情款待"
"勝負反手拍"
"聖☆哥傳"
"聖誕殺戮日"
"聖地X"
"聖哥傳"
"聖鹿之死"
"聖人大盜"
"聖石傳說"
"失衡凶間"
"失控的審判"
"失控隧道"
"失控特工"
"失控危城"
"失控正義"
"失樂園"
"失落謎城"
"失落之城"
"失速母親"
"失速夜狂奔"
"失序男孩"
"失憶的總理大臣"
"失蹤網紅"
"屍降"
"屍樂園：髒比雙拼"
"屍落之城"
"屍人診所"
"屍人莊殺人事件"
"屍速列車：感染半島"
"屍憶"
"屍約"
"師聲對決"
"獅子王"
"十二個想死的少年"
"石器小英雄"
"史賓賽"
"世界上最爛的人"
"市長夫人的秘密"
"視界戰"
"弒婚遊戲"
"收屍人"
"手"
"手捲煙"
"手塚治虫迷幻少女"
"首席指揮家"
"售命"
"獸"
"叔．叔"
"淑女鳥"
"束縛"
"霜花店：朕的男人"
"雙面特務"
"雙面追緝"
"雙子殺手"
"誰殺了大個子"
"誰先愛上他的"
"水底情深"
"水行俠"
"說不出的告別"
"說唱藝人：希望之聲"
"私人採購"
"私刑教育2"
"私刑救援"
"私刑制裁"
"死侍2"
"死亡筆記本：決戰新世界"
"死者的審判"
"四百擊"
"送行者：禮儀師的樂章"
"蘇州河"
"素還真"
"速成家庭"
"速食遊戲"
"宿怨"
"鎖命佈局"
"鎖命危機"
"他們不再老去"
"他們的自由年代"
"她不知道那些鳥的名字"
"她的名字叫薔薇"
"她們"
"她其實沒那麼壞"
"台北物語"
"太陽不會動"
"太陽出來之後"
"太陽之家"
"鈦"
"湯姆貓與傑利鼠"
"唐頓莊園"
"逃"
"逃出絕命鎮"
"逃出立法院"
"逃出夢幻島"
"逃出摩加迪休"
"逃出天堂島"
"逃出亞馬遜"
"特斯拉"
"特務搞飛機"
"特約經紀公司"
"天崩颶裂"
"天兵阿榮"
"天才的禮物"
"天才貓奴畫家"
"天黑請斃命"
"天后小助理"
"天劫倒數"
"天坑"
"天龍八部之喬峰傳"
"天氣之子"
"天上再見"
"天聲男孩"
"天外者"
"添好孕"
"跳躍吧！時空少女"
"貼背戰"
"鐵幕行動"
"聽見歌 再唱"
"聽見向陽之聲"
"通靈美人"
"通往夏天的隧道，再見的出口"
"同盟鶼鰈"
"同學麥娜絲"
"童話．世界"
"痛苦與榮耀"
"偷情連載中"
"偷天對決"
"偷天俠盜團"
"偷天行動"
"頭七"
"兔嘲男孩"
"推倒白宮的男人"
"推拿"
"腿"
"託陰2：布拉姆回來了"
"脫稿玩家"
"完美搭檔"
"完美陌生人"
"完美社區謀殺案"
"玩具總動員"
"玩具總動員2"
"玩具總動員3"
"玩具總動員4"
"玩命鈔劫"
"玩命關頭:特別行動"
"玩命關頭8"
"玩命關頭9"
"玩命光頭"
"玩命鎗火"
"玩命再劫"
"玩命Online：雙槍對決"
"萬花嬉春"
"萬萬沒想到"
"汪汪隊立大功電影版"
"王牌辯士"
"王牌教師麻辣出擊"
"王牌冤家"
"王者理查"
"王者天下"
"王者製造"
"魍美"
"危險羅曼史"
"微笑"
"圍雞總動員"
"維京傳說：寒冰交鋒"
"未來的青春筆記"
"未來的未來"
"為副不仁"
"為了與你相遇"
"為妳唱的歌"
"溫徹斯特鬼屋"
"溫蒂"
"溫蒂的幸福劇本"
"我，最親愛的"
"我不流行二十年"
"我不是潘金蓮"
"我城"
"我吃了那男孩一整年的早餐"
"我出去醫下"
"我的粉紅人生"
"我的嗝嗝老師"
"我的虎斑貓爸爸"
"我的教練我們的菜"
"我的鯨魚老爸"
"我的靈魂是愛做的"
"我的叔叔"
"我的意外爸爸"
"我的英雄學院劇場版：英雄新世紀"
"我的A級秘密"
"我和我的冠軍女兒"
"我記得"
"我家有個開心農場"
"我沒有談的那場戀愛"
"我們"
"我們的青春，在台灣"
"我們的輕狂年代"
"我們的相愛時光"
"我們都一樣"
"我們與愛的距離"
"我是布萊克"
"我是你的完美男友"
"我想被高中女生殺死"
"我想吃掉你的胰臟"
"我想有個家"
"我要復仇"
"我要活下去"
"我要為你呼吸"
"我願意"
"我只是個計程車司機"
"臥虎藏龍"
"巫師靈不靈！？"
"無敵破壞王2：網路大暴走"
"無價之保"
"無名弒"
"無人知曉的夏日清晨"
"無聲"
"無雙"
"無邪"
"五星級明日餐廳"
"五星饗魘"
"午後彌撒"
"午夜密令"
"午夜天鵝"
"舞動人生"
"舞娘辣辣隊"
"舞孃騙很大"
"物怪"
"悟空傳"
"夕霧花園"
"吸血鬼特助：雷菲爾"
"西城故事"
"西城童話"
"西遊記女兒國"
"細物警探"
"俠盜聯盟"
"下半場"
"下女的誘惑"
"夏"
"夏日大作戰"
"夏日悄悄話"
"嫌疑犯X"
"限時救援"
"限制級戰警：重返極限"
"現代啟示錄"
"現在，很想見你"
"相愛相親"
"享受吧！尋味義大利"
"想成為奧田民生的BOY與讓遇見的男人都瘋狂的GIRL"
"想見你"
"想見你的愛"
"消失的女人"
"消失的情人節"
"消屍的夜晚"
"逍遙上路"
"小丑"
"小飛象"
"小腳怪"
"小藍"
"小美"
"小美人魚"
"小森林"
"小說之神"
"小偷家族"
"小王子"
"小小戀歌"
"小小夜曲"
"小行星城"
"笑畫人生"
"笑笑羊大電影：外星人來了"
"邪厄"
"鞋貓劍客 2"
"謝謝你"
"謝謝你，在世界的角落找到我"
"謝謝你愛過我"
"心靈時鐘"
"心靈遊戲"
"心之谷"
"心之物語"
"辛德勒的名單"
"新參者完結篇：當祈禱落幕時"
"新次元！蠟筆小新電影超能力大決戰～飛吧！手卷壽司～"
"新居風暴"
"新天堂樂園"
"新聞記者"
"信徒"
"信用詐欺師JP"
"信用詐欺師JP:公主篇"
"星際大戰外傳：俠盜一號"
"星際過客"
"星際救援"
"星際效應"
"星際異攻隊2"
"星際異攻隊3"
"星星知我心"
"星之彩"
"猩球崛起：終極決戰"
"刑警沒有假期"
"行動代號：狼狩獵"
"型男斷捨離"
"杏林醫院"
"幸福城市"
"幸福定格"
"幸福路上"
"幸福綠皮書"
"幸福入場券"
"幸福湯屋"
"凶宅怪談"
"修行"
"許怨房"
"宣告黎明的露之歌"
"選情尬翻天"
"雪地裡的擁抱"
"血薄荷"
"血觀音"
"血祭歐買尬"
"血衛"
"尋愛偵探阿洛伊斯"
"尋龍使者：拉雅"
"尋人啟弒"
"尋找費里尼"
"尋找快樂的15種方法"
"尋找小魔女Doremi"
"馴龍高手3"
"亞人"
"亞瑟：王者之劍"
"煙花"
"言葉之庭"
"鹽與火之歌"
"厭世媽咪日記"
"燕"
"驗屍官"
"羊男的迷宮"
"羊與鋼之森"
"羊之木"
"陽光姐妹淘"
"陽光普照"
"陽光只在這裡燦爛"
"搖擺男孩"
"搖滾農莊錄音趣"
"藥命交錯"
"藥頭大媽"
"鑰命監獄"
"爺爺與喵"
"野蠻公主玩婚記"
"野蠻遊戲：瘋狂叢林"
"野蠻遊戲：全面晉級"
"野雀之詩"
"野夏天"
"夜半歌聲"
"夜路"
"夜行動物"
"夜行人生"
"葉問4：完結篇"
"一杯熱奶茶的等待"
"一步一步的愛"
"一場大火之後"
"一個巨星的誕生"
"一級任務"
"一級玩家"
"一級危險"
"一家之主"
"一家子兒咕咕叫"
"一路順風"
"一念"
"一念無明"
"一千零一夜"
"一日戀人"
"一屍到底"
"一屍到底番外篇：好萊塢大作戰！"
"一天"
"一萬公里的約定"
"一吻定情"
"一一"
"一週斃命：不死退費"
"一週的朋友"
"伊尼舍林的女妖"
"移動迷宮：死亡解藥"
"遺落夢境"
"以愛為名"
"以你的名字呼喚我"
"以青春的名義"
"蟻人與黃蜂女"
"疫起"
"異邦警察"
"異裂"
"異星入境"
"意外"
"億男"
"億萬男孩俱樂部"
"因為愛你"
"音速小子"
"陰櫥"
"陰兒"
"銀魂"
"銀魂2特別篇：世界奇妙銀魂醬"
"銀龍出任務"
"銀翼殺手2049"
"隱劍鬼爪"
"隱形人"
"印第安納瓊斯：命運輪盤"
"英倫對決"
"英雄本色2018"
"嬰兒轉運站"
"嬰魂不散"
"影"
"影裏"
"永恆族"
"永生戰"
"永遠愛妳，惠妮！"
"永遠的朋友：靈犬貝兒"
"永遠的我們"
"泳漾水男孩"
"勇抱大地"
"優雅的謊言"
"郵差"
"游牧人生"
