"國別地區","movie_name","上映日期","tickets","money","year","month"
"中國大陸","一直一直都很喜歡你",2023-06-30,771,192268,2023,7
"泰國","幽魂娜娜：重生",2023-06-30,4311,1080807,2023,7
"美國","變身少女露比",2023-06-30,8105,1972307,2023,7
"日本","SSSS.DYNAZENON 劇場總集篇",2023-06-30,510,121844,2023,7
"日本","惡靈古堡：死亡島",2023-06-29,3942,1024441,2023,7
"美國","印第安納瓊斯：命運輪盤",2023-06-29,55627,15277819,2023,7
"美國","元素方城市",2023-06-28,93542,23553955,2023,7
"香港","命案",2023-06-26,1158,278403,2023,7
"日本","SEE HEAR LOVE 看不見聽不見也愛你",2023-06-25,2591,652987,2023,7
"香港","別叫我”賭神”",2023-06-21,713,167215,2023,7
"南韓","貴公子",2023-06-21,3462,840599,2023,7
"日本","SSSS. GRIDMAN 劇場總集篇",2023-06-21,96,22875,2023,7
"德國","淨化論",2023-06-21,259,58990,2023,7
"日本","她喜歡的是",2023-06-21,31,7690,2023,7
"南韓","蝙蝠：血色情慾 數位修復版",2023-06-21,41,8420,2023,7
"美國","小行星城",2023-06-21,3299,807319,2023,7
"美國","蜘蛛人：穿越新宇宙",2023-06-21,62912,16092322,2023,7
"中華民國","化劫",2023-06-20,21082,5173833,2023,7
"摩洛哥","雙手的溫柔",2023-06-16,76,15415,2023,7
"中華民國","溟溟",2023-06-16,20,4740,2023,7
"荷蘭","惡靈魔洛剋",2023-06-16,6,1520,2023,7
"美國","義美超級爸",2023-06-16,64,14330,2023,7
"美國","大愚樂家",2023-06-16,66,14450,2023,7
"美國","閃電俠",2023-06-14,29327,7494091,2023,7
"日本","超人力霸王德卡 最終章 朝向旅程的彼方‧‧‧",2023-06-10,1823,462790,2023,7
"日本","六月之蛇",2023-06-09,1,180,2023,7
"日本","BLUE GIANT 藍色巨星",2023-06-09,4958,1282113,2023,7
"挪威","為你鍾琴",2023-06-09,66,18210,2023,7
"中華民國","南方，寂寞鐵道",2023-06-09,2822,643547,2023,7
"泰國","阿諾是個模範生",2023-06-09,6,1130,2023,7
"法國","聖奧梅爾殺嬰案",2023-06-09,13,2620,2023,7
"美國","深夜加油站遇見蘇格拉底",2023-06-09,37,8030,2023,7
"美國","變形金剛：萬獸崛起",2023-06-07,22031,5557746,2023,7
"伊朗","這裡沒有熊",2023-06-03,5,1120,2023,7
"伊朗","三張面孔",2023-06-03,7,1540,2023,7
"南韓","犯罪都市3",2023-06-02,1542,379449,2023,7
"法國","烈火浩劫",2023-06-02,10,2240,2023,7
"美國","催眠狙擊",2023-06-02,19,4830,2023,7
"美國","鬼出櫃",2023-06-02,21,5590,2023,7
"日本","新．假面騎士",2023-05-31,67,15840,2023,7
"義大利","禁忌的畫像：卡拉瓦喬之影",2023-05-26,2,220,2023,7
"美國","小美人魚",2023-05-24,1558,371781,2023,7
"加拿大","烈火焚身",2023-05-19,11,1900,2023,7
"中華民國","消失的紫斑蝶",2023-05-19,106,24010,2023,7
"美國","玩命關頭 X",2023-05-17,7481,1927428,2023,7
"日本","我的幸福婚約",2023-05-12,21,4940,2023,7
"捷克","神鬼聖戰",2023-05-12,178,9790,2023,7
"日本","金之國水之國",2023-05-12,7,1880,2023,7
"泰國","邪厄",2023-05-12,31,6140,2023,7
"美國","上流謀殺案",2023-05-05,121,6655,2023,7
"日本","指尖上綻放的愛",2023-05-05,69,3795,2023,7
"法國","燃燒的玫瑰",2023-05-05,117,25270,2023,7
"美國","星際異攻隊3",2023-05-03,291,73770,2023,7
"中華民國","速命道",2023-04-27,39,5020,2023,7
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,18,4770,2023,7
"中華民國","不能流淚的悲傷",2023-04-21,113,6215,2023,7
"法國","詭樓",2023-04-21,7,910,2023,7
"美國","鬼玩人：復活",2023-04-20,168,9240,2023,7
"美國","AIR",2023-04-05,253,32610,2023,7
"美國","超級瑪利歐兄弟電影版",2023-04-05,2969,709140,2023,7
"中華民國","做工的人電影版",2023-03-31,813,76233,2023,7
"日本","鏡之孤城",2023-03-31,643,160819,2023,7
"美國","龍與地下城：盜賊榮耀",2023-03-29,239,13145,2023,7
"中華民國","守護黑面琵鷺",2023-03-24,48,10560,2023,7
"中華民國","九槍",2023-03-14,52,12480,2023,7
"日本","鈴芽之旅",2023-02-25,1034,255153,2023,7
"俄羅斯","胡桃鉗與魔笛公主的奇幻冒險",2023-02-24,80,9580,2023,7
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,636,71615,2023,7
"英國","日麗",2023-02-10,11,1240,2023,7
"中華民國","山椒魚來了",2023-02-10,178,38550,2023,7
"南韓","對我而言，你是珍貴的",2023-02-03,130,28600,2023,7
"日本","灌籃高手 THE FIRST SLAM DUNK",2023-01-13,742,164787,2023,7
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,112,27912,2023,7
"美國","鞋貓劍客 2",2022-12-30,28,2840,2023,7
"日本","心情直播不NG",2022-12-28,0,0,2023,7
"美國","阿凡達：水之道",2022-12-14,407,30625,2023,7
"英國","瘋狂富作用",2022-11-21,3,690,2023,7
"南韓","分手的決心",2022-07-15,215,49964,2023,7
"美國","超級救援狗",2022-07-10,0,0,2023,7
"美國","深海獵奇",2022-07-09,0,0,2023,7
"南韓","親切的金子",2018-06-15,18,3650,2023,7
"南韓","我要復仇",2018-06-15,1,200,2023,7
"日本","有頂天大飯店",2009-01-16,2,420,2023,7
"南韓","原罪犯",2005-10-14,0,0,2023,7
"香港","霸王別姬",1993-12-10,13,2740,2023,7
"日本","SEE HEAR LOVE 看不見聽不見也愛你",2023-06-25,1120,358400,2023,6
"南韓","貴公子",2023-06-21,10413,2502185,2023,6
"日本","SSSS. GRIDMAN 劇場總集篇",2023-06-21,650,157942,2023,6
"香港","別叫我”賭神”",2023-06-21,2974,710842,2023,6
"南韓","蝙蝠：血色情慾 數位修復版",2023-06-21,118,27165,2023,6
"美國","小行星城",2023-06-21,5625,1412840,2023,6
"德國","淨化論",2023-06-21,796,182546,2023,6
"日本","她喜歡的是",2023-06-21,223,54700,2023,6
"美國","蜘蛛人：穿越新宇宙",2023-06-21,110238,29124270,2023,6
"中華民國","化劫",2023-06-20,45923,11335893,2023,6
"中華民國","溟溟",2023-06-16,226,53587,2023,6
"摩洛哥","雙手的溫柔",2023-06-16,301,69055,2023,6
"荷蘭","惡靈魔洛剋",2023-06-16,158,38220,2023,6
"美國","義美超級爸",2023-06-16,472,105859,2023,6
"美國","大愚樂家",2023-06-16,125,27185,2023,6
"美國","閃電俠",2023-06-14,73869,19011357,2023,6
"日本","超人力霸王德卡 最終章 朝向旅程的彼方‧‧‧",2023-06-10,2639,663276,2023,6
"挪威","為你鍾琴",2023-06-09,47,9930,2023,6
"中華民國","南方，寂寞鐵道",2023-06-09,2719,652053,2023,6
"泰國","阿諾是個模範生",2023-06-09,7,1590,2023,6
"日本","六月之蛇",2023-06-09,2,360,2023,6
"中華民國","花開富貴",2023-06-09,161,25760,2023,6
"法國","聖奧梅爾殺嬰案",2023-06-09,19,4250,2023,6
"美國","深夜加油站遇見蘇格拉底",2023-06-09,53,12690,2023,6
"日本","BLUE GIANT 藍色巨星",2023-06-09,8615,2227761,2023,6
"美國","變形金剛：萬獸崛起",2023-06-07,45158,11405665,2023,6
"伊朗","這裡沒有熊",2023-06-03,62,14375,2023,6
"伊朗","三張面孔",2023-06-03,26,5845,2023,6
"南韓","犯罪都市3",2023-06-02,4273,1034383,2023,6
"法國","烈火浩劫",2023-06-02,5,1160,2023,6
"捷克","米蘭昆德拉：從玩笑到無謂的盛宴",2023-06-02,72,16600,2023,6
"美國","鬼出櫃",2023-06-02,302,77877,2023,6
"法國","安妮艾諾 超八時光",2023-06-02,5,1020,2023,6
"法國","爛人",2023-06-02,4,730,2023,6
"美國","催眠狙擊",2023-06-02,59,13530,2023,6
"日本","新．假面騎士",2023-05-31,294,74644,2023,6
"美國","坎達哈行動",2023-05-26,9,1965,2023,6
"西班牙","駭人骨娃娃",2023-05-26,1,230,2023,6
"美國","小美人魚",2023-05-24,4338,1085582,2023,6
"中華民國","消失的紫斑蝶",2023-05-19,502,110980,2023,6
"加拿大","烈火焚身",2023-05-19,47,11360,2023,6
"美國","玩命關頭 X",2023-05-17,19032,4906331,2023,6
"日本","湯道",2023-05-12,8,1820,2023,6
"日本","金之國水之國",2023-05-12,2,540,2023,6
"泰國","邪厄",2023-05-12,224,55246,2023,6
"捷克","神鬼聖戰",2023-05-12,195,10725,2023,6
"日本","我的幸福婚約",2023-05-12,52,14160,2023,6
"法國","燃燒的玫瑰",2023-05-05,106,23700,2023,6
"美國","上流謀殺案",2023-05-05,167,9185,2023,6
"美國","星際異攻隊3",2023-05-03,878,225788,2023,6
"加拿大","絕命控制",2023-04-28,38,2420,2023,6
"中華民國","速命道",2023-04-27,46,10910,2023,6
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,18,4740,2023,6
"中華民國","不能流淚的悲傷",2023-04-21,109,5995,2023,6
"法國","詭樓",2023-04-21,49,5764,2023,6
"美國","鬼玩人：復活",2023-04-20,108,5940,2023,6
"中華民國","疫起",2023-04-14,8,1830,2023,6
"美國","AIR",2023-04-05,309,40410,2023,6
"美國","超級瑪利歐兄弟電影版",2023-04-05,4163,1023024,2023,6
"日本","鏡之孤城",2023-03-31,1744,424619,2023,6
"中華民國","做工的人電影版",2023-03-31,465,40692,2023,6
"美國","65：恐怖行星",2023-03-31,44,2420,2023,6
"美國","龍與地下城：盜賊榮耀",2023-03-29,308,16940,2023,6
"加拿大","長春事件",2023-03-26,117,28080,2023,6
"日本","名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜",2023-03-24,22,5160,2023,6
"中華民國","九槍",2023-03-14,188,43090,2023,6
"中華民國","本日公休",2023-03-03,91,10900,2023,6
"日本","鈴芽之旅",2023-02-25,2263,563305,2023,6
"馬來西亞","孩子， 你好嗎 ?  山頂小屋",2023-02-25,76,21780,2023,6
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,792,84961,2023,6
"英國","日麗",2023-02-10,114,8385,2023,6
"中華民國","山椒魚來了",2023-02-10,652,147610,2023,6
"日本","灌籃高手 THE FIRST SLAM DUNK",2023-01-13,890,214465,2023,6
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,59,14516,2023,6
"美國","鞋貓劍客 2",2022-12-30,24,2560,2023,6
"日本","心情直播不NG",2022-12-28,0,0,2023,6
"美國","海底世界",2022-12-18,1,80,2023,6
"美國","阿凡達：水之道",2022-12-14,561,50167,2023,6
"日本","蒲公英",2022-12-02,1,230,2023,6
"南韓","分手的決心",2022-07-15,202,47069,2023,6
"美國","小行星獵人",2022-07-03,4,480,2023,6
"中華民國","諸葛四郎─英雄的英雄",2022-01-28,60,13200,2023,6
"英國","俘虜",2020-12-15,3,690,2023,6
"南韓","親切的金子",2018-06-15,42,8585,2023,6
"南韓","我要復仇",2018-06-15,1,320,2023,6
"南韓","原罪犯",2005-10-14,2,390,2023,6
"香港","春光乍洩",1997-06-07,22,4840,2023,6
"中華民國","油麻菜籽",1984-01-01,60,13200,2023,6
"中華民國","溟溟",2023-06-16,990,240930,2023,6
"摩洛哥","雙手的溫柔",2023-06-16,703,151207,2023,6
"荷蘭","惡靈魔洛剋",2023-06-16,933,228979,2023,6
"美國","義美超級爸",2023-06-16,2012,453988,2023,6
"美國","大愚樂家",2023-06-16,367,83780,2023,6
"美國","閃電俠",2023-06-14,188813,49218258,2023,6
"日本","BLUE GIANT 藍色巨星",2023-06-09,13964,3573754,2023,6
"中華民國","南方，寂寞鐵道",2023-06-09,4630,1100214,2023,6
"日本","六月之蛇",2023-06-09,10,1965,2023,6
"法國","聖奧梅爾殺嬰案",2023-06-09,67,15250,2023,6
"義大利","愛情停損點",2023-06-09,67,18850,2023,6
"美國","深夜加油站遇見蘇格拉底",2023-06-09,219,48065,2023,6
"中華民國","花開富貴",2023-06-09,764,122180,2023,6
"泰國","阿諾是個模範生",2023-06-09,25,5400,2023,6
"挪威","為你鍾琴",2023-06-09,265,55681,2023,6
"美國","變形金剛：萬獸崛起",2023-06-07,111256,28289695,2023,6
"伊朗","這裡沒有熊",2023-06-03,272,57445,2023,6
"伊朗","三張面孔",2023-06-03,178,36770,2023,6
"南韓","犯罪都市3",2023-06-02,11652,2841279,2023,6
"法國","烈火浩劫",2023-06-02,48,10040,2023,6
"美國","鬼出櫃",2023-06-02,1550,391733,2023,6
"日本","名偵探神助理：黃金螺旋之謎",2023-06-02,13,3510,2023,6
"美國","催眠狙擊",2023-06-02,247,58305,2023,6
"法國","安妮艾諾 超八時光",2023-06-02,13,2170,2023,6
"捷克","米蘭昆德拉：從玩笑到無謂的盛宴",2023-06-02,150,33275,2023,6
"日本","貞子 DX",2023-06-02,14,3405,2023,6
"中國大陸","熱帶往事",2023-06-02,0,0,2023,6
"法國","豪門心計",2023-06-02,31,6050,2023,6
"法國","爛人",2023-06-02,23,5810,2023,6
"日本","新．假面騎士",2023-05-31,1095,299863,2023,6
"越南","厲嬰魂",2023-05-26,10,2770,2023,6
"英國","色局追兇",2023-05-26,9,1790,2023,6
"西班牙","駭人骨娃娃",2023-05-26,43,10490,2023,6
"義大利","禁忌的畫像：卡拉瓦喬之影",2023-05-26,35,7400,2023,6
"美國","坎達哈行動",2023-05-26,118,27325,2023,6
"美國","小美人魚",2023-05-24,13057,3292351,2023,6
"義大利","收陰機",2023-05-19,4,940,2023,6
"加拿大","烈火焚身",2023-05-19,167,39010,2023,6
"中華民國","消失的紫斑蝶",2023-05-19,332,77690,2023,6
"法國","我的2年妓女生涯",2023-05-19,54,11730,2023,6
"美國","玩命關頭 X",2023-05-17,48431,12490993,2023,6
"日本","湯道",2023-05-12,13,3030,2023,6
"美國","正宗巨齒鯊",2023-05-12,3,570,2023,6
"日本","金之國水之國",2023-05-12,26,6930,2023,6
"泰國","邪厄",2023-05-12,760,189479,2023,6
"日本","我的幸福婚約",2023-05-12,67,16780,2023,6
"捷克","神鬼聖戰",2023-05-12,156,8580,2023,6
"法國","燃燒的玫瑰",2023-05-05,147,34020,2023,6
"美國","上流謀殺案",2023-05-05,121,6655,2023,6
"美國","星際異攻隊3",2023-05-03,3203,833781,2023,6
"美國","梵蒂岡驅魔士",2023-04-28,7,1960,2023,6
"加拿大","絕命控制",2023-04-28,89,4895,2023,6
"中華民國","速命道",2023-04-27,170,41458,2023,6
"英國","絕地營救",2023-04-21,3,640,2023,6
"中華民國","不能流淚的悲傷",2023-04-21,85,4675,2023,6
"法國","詭樓",2023-04-21,123,15237,2023,6
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,44,11710,2023,6
"中華民國","疫起",2023-04-14,26,6140,2023,6
"法國","聖母院大火：世紀浩劫",2023-04-14,56,14090,2023,6
"美國","超級瑪利歐兄弟電影版",2023-04-05,10350,2574580,2023,6
"美國","AIR",2023-04-05,392,49000,2023,6
"日本","鏡之孤城",2023-03-31,2705,669349,2023,6
"中華民國","做工的人電影版",2023-03-31,81,9960,2023,6
"美國","65：恐怖行星",2023-03-31,115,6325,2023,6
"美國","龍與地下城：盜賊榮耀",2023-03-29,599,39115,2023,6
"日本","名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜",2023-03-24,53,12990,2023,6
"中華民國","守護黑面琵鷺",2023-03-24,223,66900,2023,6
"美國","捍衛任務4",2023-03-22,27,7531,2023,6
"美國","沙贊！眾神之怒",2023-03-16,57,3135,2023,6
"中華民國","本日公休",2023-03-03,331,39380,2023,6
"日本","鈴芽之旅",2023-02-25,4370,1081026,2023,6
"美國","蟻人與黃蜂女 : 量子狂熱",2023-02-15,48,2640,2023,6
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,1295,134329,2023,6
"英國","日麗",2023-02-10,100,8665,2023,6
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,226,58691,2023,6
"日本","灌籃高手 THE FIRST SLAM DUNK",2023-01-13,792,192092,2023,6
"美國","鞋貓劍客 2",2022-12-30,49,5260,2023,6
"美國","大熊貓",2022-12-17,5,530,2023,6
"美國","阿凡達：水之道",2022-12-14,1022,96592,2023,6
"日本","蒲公英",2022-12-02,0,0,2023,6
"日本","葬禮",2022-11-25,3,700,2023,6
"日本","劇場版 歌之☆王子殿下♪ 真愛ST☆RISH TOURS",2022-11-18,142,35500,2023,6
"美國","超級救援狗",2022-07-10,15,1880,2023,6
"美國","小行星獵人",2022-07-03,2,280,2023,6
"法國","藍色是最溫暖的顏色",2022-05-27,2,410,2023,6
"美國","哈勃望遠鏡",2019-02-01,5,600,2023,6
"南韓","親切的金子",2018-06-15,162,36576,2023,6
"南韓","我要復仇",2018-06-15,17,3440,2023,6
"南韓","原罪犯",2005-10-14,106,21310,2023,6
"香港","霸王別姬",1993-12-10,3,690,2023,6
"日本","BLUE GIANT 藍色巨星",2023-06-09,14846,3770409,2023,6
"日本","六月之蛇",2023-06-09,82,18400,2023,6
"法國","聖奧梅爾殺嬰案",2023-06-09,380,83635,2023,6
"義大利","愛情停損點",2023-06-09,132,31310,2023,6
"美國","深夜加油站遇見蘇格拉底",2023-06-09,543,120840,2023,6
"中華民國","花開富貴",2023-06-09,601,96025,2023,6
"挪威","為你鍾琴",2023-06-09,486,104284,2023,6
"中華民國","南方，寂寞鐵道",2023-06-09,7275,1709440,2023,6
"泰國","阿諾是個模範生",2023-06-09,140,31900,2023,6
"美國","變形金剛：萬獸崛起",2023-06-07,137979,35643237,2023,6
"伊朗","這裡沒有熊",2023-06-03,314,68613,2023,6
"伊朗","三張面孔",2023-06-03,202,43575,2023,6
"南韓","犯罪都市3",2023-06-02,17920,4343038,2023,6
"法國","烈火浩劫",2023-06-02,104,22740,2023,6
"美國","鬼出櫃",2023-06-02,6298,1594228,2023,6
"日本","名偵探神助理：黃金螺旋之謎",2023-06-02,174,39625,2023,6
"美國","催眠狙擊",2023-06-02,1175,278647,2023,6
"法國","安妮艾諾 超八時光",2023-06-02,66,13460,2023,6
"捷克","米蘭昆德拉：從玩笑到無謂的盛宴",2023-06-02,309,69955,2023,6
"中國大陸","古董局中局",2023-06-02,1,160,2023,6
"德國","萊茵金",2023-06-02,17,3455,2023,6
"法國","豪門心計",2023-06-02,181,39980,2023,6
"日本","貞子 DX",2023-06-02,158,38806,2023,6
"中國大陸","熱帶往事",2023-06-02,17,4100,2023,6
"法國","爛人",2023-06-02,190,44415,2023,6
"日本","新．假面騎士",2023-05-31,2628,800327,2023,6
"越南","厲嬰魂",2023-05-26,109,28660,2023,6
"英國","色局追兇",2023-05-26,11,2480,2023,6
"西班牙","駭人骨娃娃",2023-05-26,275,70823,2023,6
"義大利","禁忌的畫像：卡拉瓦喬之影",2023-05-26,129,29240,2023,6
"美國","坎達哈行動",2023-05-26,884,206645,2023,6
"美國","小美人魚",2023-05-24,15078,3811638,2023,6
"義大利","收陰機",2023-05-19,35,8830,2023,6
"加拿大","烈火焚身",2023-05-19,267,62980,2023,6
"法國","摘星甜點王",2023-05-19,13,3435,2023,6
"中華民國","消失的紫斑蝶",2023-05-19,474,110630,2023,6
"中華民國","擒慾女王",2023-05-19,278,44480,2023,6
"法國","我的2年妓女生涯",2023-05-19,187,44245,2023,6
"美國","玩命關頭 X",2023-05-17,64193,16404488,2023,6
"日本","湯道",2023-05-12,20,4660,2023,6
"美國","正宗巨齒鯊",2023-05-12,63,16316,2023,6
"日本","金之國水之國",2023-05-12,50,12165,2023,6
"泰國","邪厄",2023-05-12,1699,417901,2023,6
"中國大陸","龍馬精神",2023-05-12,2,510,2023,6
"日本","我的幸福婚約",2023-05-12,98,24160,2023,6
"土耳其","炎日",2023-05-12,4,690,2023,6
"法國","燃燒的玫瑰",2023-05-05,107,24975,2023,6
"印尼","鬼噤聲",2023-05-05,14,3130,2023,6
"美國","星際異攻隊3",2023-05-03,6897,1778849,2023,6
"美國","梵蒂岡驅魔士",2023-04-28,34,8818,2023,6
"加拿大","絕命控制",2023-04-28,114,6270,2023,6
"中華民國","速命道",2023-04-27,201,49514,2023,6
"日本","王立宇宙軍～歐尼亞米斯之翼～：4K數位修復版",2023-04-23,47,12470,2023,6
"英國","傲慢與偏見",2023-04-22,71,47680,2023,6
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,50,13110,2023,6
"法國","詭樓",2023-04-21,11,1230,2023,6
"英國","絕地營救",2023-04-21,30,7393,2023,6
"中華民國","疫起",2023-04-14,71,17830,2023,6
"美國","超級瑪利歐兄弟電影版",2023-04-05,7012,1722491,2023,6
"美國","AIR",2023-04-05,68,4885,2023,6
"日本","鏡之孤城",2023-03-31,343,89215,2023,6
"中華民國","做工的人電影版",2023-03-31,281,56200,2023,6
"美國","65：恐怖行星",2023-03-31,106,5830,2023,6
"美國","龍與地下城：盜賊榮耀",2023-03-29,833,75870,2023,6
"日本","名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜",2023-03-24,48,10990,2023,6
"美國","捍衛任務4",2023-03-22,150,39955,2023,6
"美國","熊蓋毒",2023-03-17,8,880,2023,6
"美國","沙贊！眾神之怒",2023-03-16,108,5940,2023,6
"中華民國","本日公休",2023-03-03,429,59278,2023,6
"日本","鈴芽之旅",2023-02-25,5269,1306159,2023,6
"美國","蟻人與黃蜂女 : 量子狂熱",2023-02-15,68,3740,2023,6
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,633,74153,2023,6
"中華民國","山椒魚來了",2023-02-10,244,49120,2023,6
"日本","灌籃高手 THE FIRST SLAM DUNK",2023-01-13,1076,268057,2023,6
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,63,15962,2023,6
"美國","朝聖之路：聖雅各",2022-12-23,50,2750,2023,6
"美國","阿凡達：水之道",2022-12-14,956,93321,2023,6
"日本","葬禮",2022-11-25,0,0,2023,6
"美國","深海獵奇",2022-07-09,0,0,2023,6
"德國","PINA",2022-06-02,111,27750,2023,6
"中華民國","當男人戀愛時",2021-04-01,4,820,2023,6
"英國","俘虜",2020-12-15,4,750,2023,6
"南韓","親切的金子",2018-06-15,187,41807,2023,6
"南韓","我要復仇",2018-06-15,151,34998,2023,6
"日本","鬼壓床了沒",2011-12-30,0,0,2023,6
"南韓","原罪犯",2005-10-14,27,5535,2023,6
"香港","春光乍洩",1997-06-07,4,780,2023,6
"日本","絞死刑(影展)",2023-05-28,80,13950,2023,5
"日本","歸來的醉漢(影展)",2023-05-28,58,9500,2023,5
"日本","愛的密語",2023-05-26,102,22980,2023,5
"越南","厲嬰魂",2023-05-26,1444,359594,2023,5
"美國","坎達哈行動",2023-05-26,16179,3759018,2023,5
"義大利","禁忌的畫像：卡拉瓦喬之影",2023-05-26,1070,234358,2023,5
"突尼西亞","燃起希望之火",2023-05-26,173,36935,2023,5
"西班牙","駭人骨娃娃",2023-05-26,3420,853660,2023,5
"香港","投奔怒海",2023-05-26,159,34722,2023,5
"英國","色局追兇",2023-05-26,319,68152,2023,5
"美國","小美人魚(數位2D版)",2023-05-24,59239,14864757,2023,5
"法國","我的2年妓女生涯",2023-05-19,684,165542,2023,5
"中華民國","消失的紫斑蝶",2023-05-19,1434,330728,2023,5
"中華民國","擒慾女王",2023-05-19,655,104980,2023,5
"法國","摘星甜點王",2023-05-19,231,54871,2023,5
"義大利","收陰機",2023-05-19,733,180436,2023,5
"美國","非關男孩",2023-05-19,5,1200,2023,5
"加拿大","烈火焚身",2023-05-19,691,156265,2023,5
"美國","玩命關頭 X",2023-05-17,210068,56687772,2023,5
"日本","湯道",2023-05-12,227,50785,2023,5
"泰國","邪厄",2023-05-12,6285,1557550,2023,5
"美國","正宗巨齒鯊",2023-05-12,2486,590625,2023,5
"日本","金之國水之國",2023-05-12,282,68041,2023,5
"泰國","Anne的多重恐懼",2023-05-12,1,220,2023,5
"中國大陸","龍馬精神",2023-05-12,87,22437,2023,5
"韓國","陰影下的她",2023-05-12,46,11203,2023,5
"日本","我的幸福婚約",2023-05-12,438,111611,2023,5
"捷克","神鬼聖戰",2023-05-12,44,10774,2023,5
"土耳其","炎日",2023-05-12,53,10825,2023,5
"加拿大","演員夢",2023-05-12,240,53310,2023,5
"法國","揮灑心篇章",2023-05-05,15,2700,2023,5
"伊朗","萊拉兄弟",2023-05-05,1,240,2023,5
"法國","燃燒的玫瑰",2023-05-05,111,25410,2023,5
"西班牙","神鬼第六感",2023-05-05,7,1630,2023,5
"美國","上流謀殺案",2023-05-05,2,560,2023,5
"印尼","鬼噤聲",2023-05-05,81,18735,2023,5
"日本","指尖上綻放的愛",2023-05-05,44,8330,2023,5
"美國","追殺代理人",2023-05-05,8,1760,2023,5
"美國","星際異攻隊3",2023-05-03,30615,7745361,2023,5
"韓國","魯蛇大翻身",2023-04-28,81,17790,2023,5
"巴基斯坦","愛情美樂地",2023-04-28,27,5850,2023,5
"美國","梵蒂岡驅魔士",2023-04-28,189,47762,2023,5
"中華民國","速命道",2023-04-27,723,171246,2023,5
"日本","王立宇宙軍～歐尼亞米斯之翼～：4K數位修復版",2023-04-23,146,37840,2023,5
"英國","傲慢與偏見（音樂劇）",2023-04-22,30,19160,2023,5
"日本","愛是自私",2023-04-21,2,330,2023,5
"美國","愛瑪（音樂劇）",2023-04-21,46,30040,2023,5
"美國","寶可噩夢",2023-04-21,2,610,2023,5
"英國","絕地營救",2023-04-21,382,93281,2023,5
"日本","Fishmans",2023-04-21,10,2500,2023,5
"日本","電影版 佐佐木與宮野 畢業篇",2023-04-21,432,129142,2023,5
"美國","鬼玩人：復活",2023-04-20,142,35169,2023,5
"香港","窄路微塵",2023-04-18,32,7250,2023,5
"美國","《樂隊舞台》——男孩們回來了（音樂劇）",2023-04-18,114,75400,2023,5
"香港","燈火闌珊",2023-04-14,22,5530,2023,5
"中華民國","疫起",2023-04-14,544,127289,2023,5
"美國","過去那五年（音樂劇）",2023-04-06,59,41040,2023,5
"美國","超級瑪利歐兄弟電影版",2023-04-05,16714,4147927,2023,5
"美國","AIR",2023-04-05,240,25440,2023,5
"法國","玫瑰母親(影展)",2023-04-02,12,2220,2023,5
"日本","鏡之孤城",2023-03-31,492,116008,2023,5
"香港","白日青春",2023-03-31,30,6295,2023,5
"中華民國","做工的人電影版",2023-03-31,274,66240,2023,5
"美國","65：恐怖行星",2023-03-31,212,11660,2023,5
"美國","龍與地下城：盜賊榮耀",2023-03-29,1097,186413,2023,5
"中華民國","守護黑面琵鷺",2023-03-24,175,33250,2023,5
"日本","名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜",2023-03-24,50,11060,2023,5
"香港","毒舌大狀",2023-03-24,7,1320,2023,5
"美國","捍衛任務4",2023-03-22,552,144025,2023,5
"香港","流水落花",2023-03-17,6,870,2023,5
"美國","熊蓋毒",2023-03-17,252,23340,2023,5
"美國","沙贊！眾神之怒",2023-03-16,404,27469,2023,5
"美國","驚聲尖叫 6",2023-03-10,33,1815,2023,5
"香港","斷網",2023-03-08,90,11114,2023,5
"英國","小熊維尼：血與蜜",2023-03-03,17,935,2023,5
"中華民國","本日公休",2023-03-03,126,6930,2023,5
"日本","鈴芽之旅",2023-02-25,2796,688337,2023,5
"馬來西亞","孩子， 你好嗎 ?  山頂小屋",2023-02-25,132,28200,2023,5
"馬來西亞","孩子， 你好嗎 ? 我的名字叫李心潔",2023-02-25,132,28200,2023,5
"美國","蟻人與黃蜂女 : 量子狂熱",2023-02-15,244,19305,2023,5
"美國","超難搞先生",2023-02-10,36,1980,2023,5
"中華民國","關於我和鬼變成家人的那件事",2023-02-10,247,60640,2023,5
"中華民國","山椒魚來了",2023-02-10,667,163450,2023,5
"日本","灌籃高手 THE FIRST SLAM DUNK",2022-12-31,4897,1119381,2023,5
"義大利","《聽見天堂》4K數位修復版",2023-01-13,8,800,2023,5
"日本","巧虎電影　巧虎與塔魯王子",2023-01-13,90,22548,2023,5
