"國別地區","movie_name","上映日期","tickets","money","year","month"
"南韓","單身三人行",2020-01-03,19,4410,2020,1
"南韓","我們的美好時光",2020-01-03,17,3590,2020,1
"南韓","孩子的自白",2020-01-03,16,3380,2020,1
"南韓","再見，未成年",2020-01-03,15,3190,2020,1
"南韓","她的名字叫薔薇",2020-01-03,8,1745,2020,1
"南韓","我的爸媽好性福",2020-01-03,8,1280,2020,1
"南韓","朝鮮花美男",2020-01-03,23,5475,2020,1
"美國","霹靂嬌娃",2019-12-27,20688,4727718,2020,1
"法國","潛艦追緝",2019-12-27,1341,294238,2020,1
"中華民國","大約在冬季",2019-12-27,480,112903,2020,1
"日本","時光沙漏",2019-12-27,336,81393,2020,1
"俄羅斯","舞力決戰",2019-12-27,113,25940,2020,1
"中國大陸","吹哨人",2019-12-27,125,25275,2020,1
"巴西","竊竊屍語",2019-12-27,109,23765,2020,1
"法國","鹿皮奇談",2019-12-27,106,23020,2020,1
"阿根廷","幸福試用期",2019-12-27,39,7025,2020,1
"美國","倒數計死",2019-12-27,14385,3278002,2020,1
"南韓","白頭山：半島浩劫",2019-12-24,83021,19383972,2020,1
"美國","CATS 貓",2019-12-24,4268,996140,2020,1
"法國","燃燒女子的畫像",2019-12-20,2109,463425,2020,1
"中華民國","海上花",2019-12-20,82,19130,2020,1
"挪威","外出偷馬",2019-12-20,25,5845,2020,1
"美國","怨靈古堡",2019-12-20,14,3060,2020,1
"香港","葉問4：完結篇",2019-12-19,63159,14671736,2020,1
"美國","STAR WARS : 天行者的崛起",2019-12-18,15959,4071591,2020,1
"日本","添好孕",2019-12-14,2,440,2020,1
"中華民國","黑熊來了",2019-12-13,4736,1122109,2020,1
"中華民國","祭旗",2019-12-13,141,29765,2020,1
"美國","大說謊家",2019-12-13,104,23065,2020,1
"日本","假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film",2019-12-13,58,18150,2020,1
"加拿大","8級警戒",2019-12-13,29,6270,2020,1
"美國","熱氣球飛行家",2019-12-13,22,4770,2020,1
"美國","黑色聖誕節",2019-12-13,10,1900,2020,1
"中華民國","為你存在的每一天",2019-12-13,6,1310,2020,1
"南韓","黑計畫",2019-12-13,2,365,2020,1
"英國","茱蒂",2019-12-10,998,218881,2020,1
"中國大陸","南方車站的聚會",2019-12-10,49,11350,2020,1
"美國","去年聖誕節",2019-12-06,477,119958,2020,1
"日本","人間失格：太宰治與他的3個女人",2019-12-06,74,16770,2020,1
"德國","呆萌特務",2019-12-06,52,11125,2020,1
"日本","特約經紀公司",2019-12-06,38,8580,2020,1
"美國","野蠻遊戲：全面晉級",2019-12-04,16926,3982228,2020,1
"英國","茱莉小姐",2019-12-04,52,32720,2020,1
"英國","哈利路亞！",2019-12-04,1,680,2020,1
"馬來西亞","夕霧花園",2019-11-29,37,8850,2020,1
"丹麥","懸案密碼前傳-瓶中信",2019-11-29,42,6720,2020,1
"美國","鋒迴路轉",2019-11-28,1760,412264,2020,1
"美國","賽道狂人",2019-11-26,4138,1127464,2020,1
"南韓","82年生的金智英",2019-11-22,1559,361755,2020,1
"美國","冰雪奇緣2",2019-11-21,13045,3179462,2020,1
"日本","HELLO WORLD",2019-11-15,123,26830,2020,1
"日本","為美好的世界獻上祝福！紅傳說",2019-11-15,43,10050,2020,1
"香港","催眠 . 裁決",2019-11-15,64,9820,2020,1
"日本","那一夜",2019-11-13,788,164787,2020,1
"美國","安眠醫生",2019-11-08,375,21895,2020,1
"美國","拍厲得",2019-11-08,56,8040,2020,1
"美國","決戰中途島",2019-11-08,35,7765,2020,1
"義大利","黑金叛徒",2019-11-08,34,5440,2020,1
"中華民國","重甲機神：神降臨",2019-11-08,6,1400,2020,1
"中華民國","陽光普照",2019-11-01,319,74805,2020,1
"日本","紫羅蘭永恆花園外傳–永遠與自動手記人偶–",2019-11-01,123,31101,2020,1
"中華民國","傻傻愛你，傻傻愛我",2019-11-01,30,4800,2020,1
"日本","失憶的總理大臣",2019-10-25,114,17140,2020,1
"美國","金翅雀",2019-10-25,87,10680,2020,1
"法國","狙擊獵殺: 救援行動",2019-10-25,60,8760,2020,1
"中華民國","陪你很久很久",2019-10-25,159,8350,2020,1
"美國","雙子殺手",2019-10-23,1177,120070,2020,1
"中華民國","盲人律師",2019-10-18,332,71505,2020,1
"南韓","加油吧 ! 李先生",2019-10-18,56,8480,2020,1
"日本","七個會議",2019-10-18,28,4480,2020,1
"美國","黑魔女2",2019-10-17,1499,96570,2020,1
"中華民國","江湖無難事",2019-10-09,368,25680,2020,1
"美國","弒婚遊戲",2019-10-09,191,14285,2020,1
"美國","藍波:最後一滴血",2019-10-09,180,11845,2020,1
"美國","屍樂園：髒比雙拼",2019-10-09,97,10500,2020,1
"南韓","電影版 壞傢伙們",2019-10-09,105,8220,2020,1
"日本","海獸之子",2019-10-09,16,2080,2020,1
"澳洲","108悍將",2019-10-04,349,35670,2020,1
"美國","小丑",2019-10-03,2198,178860,2020,1
"英國","無間行動",2019-09-27,616,35485,2020,1
"美國","囧媽的極地任務",2019-09-27,281,32090,2020,1
"美國","瞞天機密",2019-09-27,227,18150,2020,1
"美國","校外打怪教學",2019-09-27,102,7665,2020,1
"中華民國","返校",2019-09-20,2556,203975,2020,1
"美國","唐頓莊園",2019-09-20,56,2800,2020,1
"美國","舞孃騙很大",2019-09-12,132,6975,2020,1
"日本","天氣之子",2019-09-12,12,5534,2020,1
"加拿大","衝擊真相",2019-09-12,57,3135,2020,1
"美國","全面攻佔3: 天使救援",2019-08-21,118,6865,2020,1
"日本","航海王：奪寶爭霸戰",2019-08-21,1,420,2020,1
"日本","普羅米亞",2019-08-16,202,67095,2020,1
"南韓","霹靂嬌鋒",2019-08-16,93,21950,2020,1
"美國","仙戒奇緣",2019-08-16,63,5060,2020,1
"美國","憤怒鳥玩電影2：冰的啦！",2019-08-14,62,4960,2020,1
"美國","從前，有個好萊塢",2019-07-24,64,15192,2020,1
"美國","獅子王",2019-07-17,350,27150,2020,1
"南韓","寄生上流",2019-06-28,185,42790,2020,1
"中華民國","出發",2019-05-31,109,21255,2020,1
"西班牙","騙局",2019-03-22,10,1520,2020,1
"加拿大","哈柏太空之旅 3D",2019-02-04,0,0,2020,1
"加拿大","深海獵奇 3D",2019-02-03,0,0,2020,1
"日本","當愛沉睡時",2018-10-01,12,2665,2020,1
"美國","穆荷蘭大道",2017-09-29,14,2800,2020,1
"法國","巴黎交易員",2017-05-12,2,250,2020,1
"義大利","新天堂樂園",2016-04-08,6,1150,2020,1
"南韓","大叔",2010-01-01,20,4070,2020,1
"義大利","海上鋼琴師",1998-01-01,3229,740093,2020,1
"美國","教父II",1974-01-01,83,18410,2020,1
"美國","教父I",1972-01-01,91,19630,2020,1
"美國","霹靂嬌娃",2019-12-27,53631,12311704,2019,12
"法國","潛艦追緝",2019-12-27,4629,1011647,2019,12
"中華民國","大約在冬季",2019-12-27,2355,553943,2019,12
"中國大陸","吹哨人",2019-12-27,1152,250323,2019,12
"日本","時光沙漏",2019-12-27,931,227798,2019,12
"俄羅斯","舞力決戰",2019-12-27,720,167221,2019,12
"法國","鹿皮奇談",2019-12-27,364,79661,2019,12
"巴西","竊竊屍語",2019-12-27,300,65719,2019,12
"阿根廷","幸福試用期",2019-12-27,323,63040,2019,12
"美國","倒數計死",2019-12-27,29299,6722481,2019,12
"南韓","白頭山：半島浩劫",2019-12-24,170240,39598926,2019,12
"美國","CATS 貓",2019-12-24,17209,4022018,2019,12
"法國","燃燒女子的畫像",2019-12-20,3460,763124,2019,12
"中華民國","海上花",2019-12-20,515,111080,2019,12
"挪威","外出偷馬",2019-12-20,215,44795,2019,12
"美國","怨靈古堡",2019-12-20,152,33675,2019,12
"中華民國","金魚",2019-12-20,141,14050,2019,12
"美國","奪魂露營車",2019-12-20,18,3580,2019,12
"香港","葉問4：完結篇",2019-12-19,181717,42341916,2019,12
"美國","STAR WARS : 天行者的崛起",2019-12-18,50381,12850075,2019,12
"日本","添好孕",2019-12-14,140,31550,2019,12
"中華民國","黑熊來了",2019-12-13,9152,2126628,2019,12
"中華民國","為你存在的每一天",2019-12-13,872,187010,2019,12
"美國","大說謊家",2019-12-13,809,184187,2019,12
"中華民國","祭旗",2019-12-13,250,57545,2019,12
"日本","假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film",2019-12-13,176,40587,2019,12
"美國","熱氣球飛行家",2019-12-13,128,25915,2019,12
"美國","黑色聖誕節",2019-12-13,59,13860,2019,12
"日本","HUMAN LOST 人間失格",2019-12-13,45,11263,2019,12
"南韓","黑計畫",2019-12-13,29,7110,2019,12
"加拿大","8級警戒",2019-12-13,19,4150,2019,12
"南韓","復仇母親",2019-12-13,11,2600,2019,12
"德國","風暴過後",2019-12-13,11,2510,2019,12
"日本","每個月來訪一次的月經醬",2019-12-13,7,1570,2019,12
"英國","給我一個參選的理由",2019-12-11,86,54540,2019,12
"英國","茱蒂",2019-12-10,1878,412170,2019,12
"中國大陸","南方車站的聚會",2019-12-10,326,71285,2019,12
"美國","去年聖誕節",2019-12-06,2407,596042,2019,12
"日本","人間失格：太宰治與他的3個女人",2019-12-06,209,47050,2019,12
"德國","呆萌特務",2019-12-06,158,35665,2019,12
"日本","特約經紀公司",2019-12-06,94,20540,2019,12
"美國","花生醬獵鷹的願望",2019-12-06,20,4740,2019,12
"美國","野蠻遊戲：全面晉級",2019-12-04,48123,11247324,2019,12
"英國","哈利路亞！",2019-12-04,82,49960,2019,12
"馬來西亞","夕霧花園",2019-11-29,101,23620,2019,12
"美國","鋒迴路轉",2019-11-28,5444,1295545,2019,12
"美國","賽道狂人",2019-11-26,10241,2654194,2019,12
"南韓","82年生的金智英",2019-11-22,4026,950918,2019,12
"日本","麵包超人電影版：發光吧！冰淇淋王國的香草公主",2019-11-22,9,2020,2019,12
"美國","冰雪奇緣2",2019-11-21,37840,8950928,2019,12
"日本","為美好的世界獻上祝福！紅傳說",2019-11-15,107,24909,2019,12
"日本","HELLO WORLD",2019-11-15,84,20904,2019,12
"香港","催眠 . 裁決",2019-11-15,34,5440,2019,12
"印度","萬萬沒想到",2019-11-15,13,2895,2019,12
"日本","那一夜",2019-11-13,1824,409561,2019,12
"美國","決戰中途島",2019-11-08,167,39240,2019,12
"美國","拍厲得",2019-11-08,36,5760,2019,12
"中華民國","重甲機神：神降臨",2019-11-08,3,720,2019,12
"中華民國","陽光普照",2019-11-01,684,162096,2019,12
"日本","紫羅蘭永恆花園外傳–永遠與自動手記人偶–",2019-11-01,19,4919,2019,12
"美國","金翅雀",2019-10-25,480,50280,2019,12
"日本","失憶的總理大臣",2019-10-25,124,19000,2019,12
"法國","狙擊獵殺: 救援行動",2019-10-25,34,5440,2019,12
"美國","雙子殺手",2019-10-23,1075,111260,2019,12
"中華民國","盲人律師",2019-10-18,227,48265,2019,12
"南韓","加油吧 ! 李先生",2019-10-18,34,5440,2019,12
"美國","黑魔女2",2019-10-17,8,1610,2019,12
"美國","弒婚遊戲",2019-10-09,651,47975,2019,12
"美國","藍波:最後一滴血",2019-10-09,511,38630,2019,12
"美國","屍樂園：髒比雙拼",2019-10-09,282,23930,2019,12
"南韓","電影版 壞傢伙們",2019-10-09,242,19260,2019,12
"中華民國","江湖無難事",2019-10-09,93,14020,2019,12
"日本","海獸之子",2019-10-09,156,7800,2019,12
"澳洲","108悍將",2019-10-04,632,65830,2019,12
"美國","小丑",2019-10-03,3432,260475,2019,12
"英國","無間行動",2019-09-27,607,38935,2019,12
"美國","瞞天機密",2019-09-27,336,27260,2019,12
"美國","校外打怪教學",2019-09-27,259,17035,2019,12
"美國","囧媽的極地任務",2019-09-27,58,8800,2019,12
"南韓","變身",2019-09-27,6,780,2019,12
"中華民國","返校",2019-09-20,3128,255755,2019,12
"美國","唐頓莊園",2019-09-20,394,20985,2019,12
"美國","舞孃騙很大",2019-09-12,466,27210,2019,12
"加拿大","衝擊真相",2019-09-12,255,14025,2019,12
"美國","好小男孩",2019-09-12,172,11400,2019,12
"日本","大叔之愛電影版",2019-09-06,136,14200,2019,12
"美國","牠 第二章",2019-09-05,50,4140,2019,12
"美國","全面攻佔3: 天使救援",2019-08-21,317,20580,2019,12
"日本","普羅米亞",2019-08-16,410,188173,2019,12
"美國","仙戒奇緣",2019-08-16,142,11060,2019,12
"美國","憤怒鳥玩電影2：冰的啦！",2019-08-14,159,12540,2019,12
"美國","獅子王",2019-07-17,346,17300,2019,12
"義大利","上流世界",2019-04-19,3,450,2019,12
"加拿大","哈柏太空之旅 3D",2019-02-04,7,1035,2019,12
"加拿大","深海獵奇 3D",2019-02-03,11,1410,2019,12
"南韓","分秒幣爭",2018-11-30,0,0,2019,12
"日本","當愛沉睡時",2018-10-01,47,10430,2019,12
"英國","李爾王",2016-04-23,53,35480,2019,12
"義大利","新天堂樂園",2016-04-08,9,2020,2019,12
"義大利","海上鋼琴師",1998-01-01,6558,1488746,2019,12
"美國","教父II",1974-01-01,61,13250,2019,12
"美國","教父I",1972-01-01,105,22280,2019,12
"英國","世紀球王 馬拉度納",2019-12-20,107,22315,2019,12
"美國","奪魂露營車",2019-12-20,79,17291,2019,12
"中華民國","海上花",2019-12-20,879,191185,2019,12
"中華民國","金魚",2019-12-20,79,7750,2019,12
"挪威","外出偷馬",2019-12-20,380,80005,2019,12
"英國","茱蒂",2019-12-20,3441,754568,2019,12
"法國","燃燒女子的畫像",2019-12-20,3276,722436,2019,12
"美國","怨靈古堡",2019-12-20,912,201654,2019,12
"香港","葉問4：完結篇",2019-12-19,262212,59861010,2019,12
"美國","STAR WARS : 天行者的崛起",2019-12-18,87498,22179281,2019,12
"日本","添好孕",2019-12-14,532,113366,2019,12
"法國","巴黎小情聖",2019-12-13,32,6700,2019,12
"加拿大","屍控療法",2019-12-13,17,3300,2019,12
"中華民國","黑熊來了",2019-12-13,7615,1722312,2019,12
"中國大陸","唐人街探案2",2019-12-13,3,575,2019,12
"德國","風暴過後",2019-12-13,104,21590,2019,12
"南韓","黑計畫",2019-12-13,99,22170,2019,12
"美國","大說謊家",2019-12-13,3042,693799,2019,12
"美國","黑色聖誕節",2019-12-13,970,222120,2019,12
"中華民國","祭旗",2019-12-13,246,56515,2019,12
"中華民國","為你存在的每一天",2019-12-13,494,107865,2019,12
"英國","唯你是愛",2019-12-13,22,2640,2019,12
"美國","熱氣球飛行家",2019-12-13,399,87060,2019,12
"加拿大","8級警戒",2019-12-13,121,28140,2019,12
"南韓","復仇母親",2019-12-13,108,23550,2019,12
"日本","每個月來訪一次的月經醬",2019-12-13,7,1540,2019,12
"日本","假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film",2019-12-13,384,89984,2019,12
"日本","HUMAN LOST 人間失格",2019-12-13,183,43895,2019,12
"中國大陸","南方車站的聚會",2019-12-10,586,128920,2019,12
"日本","特約經紀公司",2019-12-06,184,40960,2019,12
"美國","去年聖誕節",2019-12-06,9088,2219927,2019,12
"中華民國","絕世情歌",2019-12-06,1,145,2019,12
"美國","花生醬獵鷹的願望",2019-12-06,21,4455,2019,12
"日本","人間失格：太宰治與他的3個女人",2019-12-06,445,100405,2019,12
"中華民國","我的靈魂是愛做的",2019-12-06,70,16410,2019,12
"德國","呆萌特務",2019-12-06,399,84105,2019,12
"美國","野蠻遊戲：全面晉級",2019-12-04,57163,13254080,2019,12
"英國","哈利路亞！",2019-12-04,53,34360,2019,12
"英國","《悲慘世界》25周年紀念演唱會",2019-12-01,278,203240,2019,12
"丹麥","懸案密碼前傳-瓶中信",2019-11-29,4,880,2019,12
"馬來西亞","夕霧花園",2019-11-29,496,104350,2019,12
"美國","暴走曼哈頓",2019-11-29,9,2030,2019,12
"美國","布魯克林孤兒",2019-11-29,29,5890,2019,12
"美國","鋒迴路轉",2019-11-28,7955,1891120,2019,12
"美國","賽道狂人",2019-11-26,14167,3516083,2019,12
"日本","麵包超人電影版：發光吧！冰淇淋王國的香草公主",2019-11-22,12,3070,2019,12
"南韓","82年生的金智英",2019-11-22,6002,1412407,2019,12
"美國","冰雪奇緣2",2019-11-21,44107,10392125,2019,12
"印度","萬萬沒想到",2019-11-15,61,14485,2019,12
"日本","HELLO WORLD",2019-11-15,85,20469,2019,12
"日本","為美好的世界獻上祝福！紅傳說",2019-11-15,175,41804,2019,12
"中華民國","樂園",2019-11-08,178,35600,2019,12
"中華民國","重甲機神：神降臨",2019-11-08,2,470,2019,12
"美國","決戰中途島",2019-11-08,356,82553,2019,12
"美國","魔鬼終結者：黑暗宿命",2019-11-07,21,5305,2019,12
"日本","紫羅蘭永恆花園外傳–永遠與自動手記人偶–",2019-11-01,21,4949,2019,12
"中華民國","陽光普照",2019-11-01,1027,239874,2019,12
"日本","我的朋友霸王龍",2019-10-25,47,9860,2019,12
"日本","失憶的總理大臣",2019-10-25,36,5760,2019,12
"美國","金翅雀",2019-10-25,689,72537,2019,12
"中華民國","Thunderbolt Fantasy 西幽玹歌",2019-10-25,112,26880,2019,12
"法國","狙擊獵殺: 救援行動",2019-10-25,12,1800,2019,12
"美國","雙子殺手",2019-10-23,214,24150,2019,12
"中華民國","盲人阿清",2019-10-19,70,18400,2019,12
"中華民國","盲人律師",2019-10-18,531,114830,2019,12
"美國","弒婚遊戲",2019-10-09,736,59895,2019,12
"中華民國","江湖無難事",2019-10-09,415,48900,2019,12
"美國","藍波:最後一滴血",2019-10-09,1243,105955,2019,12
"日本","海獸之子",2019-10-09,282,14100,2019,12
"美國","屍樂園：髒比雙拼",2019-10-09,358,27150,2019,12
"南韓","電影版 壞傢伙們",2019-10-09,207,17880,2019,12
"澳洲","108悍將",2019-10-04,1021,101480,2019,12
"美國","小丑",2019-10-03,1929,140215,2019,12
"美國","校外打怪教學",2019-09-27,213,13745,2019,12
"英國","無間行動",2019-09-27,69,10100,2019,12
"美國","瞞天機密",2019-09-27,67,6040,2019,12
"南韓","變身",2019-09-27,7,910,2019,12
"中華民國","返校",2019-09-20,422,48010,2019,12
"美國","唐頓莊園",2019-09-20,203,13465,2019,12
"美國","舞孃騙很大",2019-09-12,527,32650,2019,12
"美國","好小男孩",2019-09-12,420,33340,2019,12
"加拿大","衝擊真相",2019-09-12,188,10340,2019,12
"日本","天氣之子",2019-09-12,3,640,2019,12
"日本","大叔之愛電影版",2019-09-06,243,25040,2019,12
"美國","牠 第二章",2019-09-05,98,8080,2019,12
"中華民國","下半場",2019-08-23,44,2200,2019,12
"美國","全面攻佔3: 天使救援",2019-08-21,322,22850,2019,12
"美國","仙戒奇緣",2019-08-16,83,6500,2019,12
"南韓","霹靂嬌鋒",2019-08-16,212,47485,2019,12
"日本","普羅米亞",2019-08-16,574,262250,2019,12
"美國","憤怒鳥玩電影2：冰的啦！",2019-08-14,78,6140,2019,12
"美國","獅子王",2019-07-17,241,12050,2019,12
"日本","爸媽死了，我卻不想哭",2019-07-12,2,290,2019,12
"日本","劇場版 歌之☆王子殿下♪真愛KINGDOM",2019-06-14,173,41520,2019,12
"加拿大","哈柏太空之旅 3D",2019-02-04,0,0,2019,12
"加拿大","深海獵奇 3D",2019-02-03,2,270,2019,12
"法國","野放動物",2018-12-14,2,300,2019,12
"義大利","新天堂樂園",2016-04-08,2,440,2019,12
"美國","教父II",1974-01-01,10,1950,2019,12
"美國","教父I",1972-01-01,18,3500,2019,12
"日本","添好孕",2019-12-14,695,157716,2019,12
"法國","巴黎小情聖",2019-12-13,426,88885,2019,12
"加拿大","屍控療法",2019-12-13,322,66851,2019,12
"中華民國","黑熊來了",2019-12-13,10894,2486985,2019,12
"中國大陸","唐人街探案2",2019-12-13,41,8925,2019,12
"中國大陸","南方車站的聚會",2019-12-13,1884,414346,2019,12
"德國","風暴過後",2019-12-13,500,100905,2019,12
"南韓","黑計畫",2019-12-13,1668,374844,2019,12
"美國","大說謊家",2019-12-13,14508,3291297,2019,12
"美國","黑色聖誕節",2019-12-13,6321,1425886,2019,12
"中華民國","祭旗",2019-12-13,872,194960,2019,12
"中華民國","為你存在的每一天",2019-12-13,1922,427280,2019,12
"英國","唯你是愛",2019-12-13,63,12075,2019,12
"美國","熱氣球飛行家",2019-12-13,4363,968413,2019,12
"加拿大","8級警戒",2019-12-13,1654,383023,2019,12
"南韓","復仇母親",2019-12-13,1590,320118,2019,12
"日本","每個月來訪一次的月經醬",2019-12-13,198,42940,2019,12
"日本","假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film",2019-12-13,2142,509296,2019,12
"日本","HUMAN LOST 人間失格",2019-12-13,747,179309,2019,12
"日本","特約經紀公司",2019-12-06,428,98170,2019,12
"美國","去年聖誕節",2019-12-06,17621,4149824,2019,12
"中華民國","絕世情歌",2019-12-06,72,22890,2019,12
"美國","花生醬獵鷹的願望",2019-12-06,266,55655,2019,12
"日本","人間失格：太宰治與他的3個女人",2019-12-06,1300,295866,2019,12
"日本","一屍到底番外篇：好萊塢大作戰！",2019-12-06,5,1080,2019,12
"中華民國","我的靈魂是愛做的",2019-12-06,453,101715,2019,12
"阿爾及利亞","女孩要革命",2019-12-06,56,12365,2019,12
"德國","呆萌特務",2019-12-06,504,108835,2019,12
"法國","抓狂博物館",2019-12-06,22,4800,2019,12
"美國","野蠻遊戲：全面晉級",2019-12-04,111760,25978250,2019,12
"英國","茱莉小姐",2019-12-04,131,86200,2019,12
"英國","《悲慘世界》25周年紀念演唱會",2019-12-01,47,35920,2019,12
"丹麥","懸案密碼前傳-瓶中信",2019-11-29,39,8650,2019,12
"馬來西亞","夕霧花園",2019-11-29,1205,266310,2019,12
"美國","暴走曼哈頓",2019-11-29,214,46875,2019,12
"法國","寂寞診療室",2019-11-29,2,520,2019,12
"美國","布魯克林孤兒",2019-11-29,235,53345,2019,12
"美國","鋒迴路轉",2019-11-28,17309,4062944,2019,12
"美國","賽道狂人",2019-11-26,31575,7733041,2019,12
"英國","麂皮：永不滿足",2019-11-22,22,5520,2019,12
"日本","麵包超人電影版：發光吧！冰淇淋王國的香草公主",2019-11-22,43,10890,2019,12
"南韓","82年生的金智英",2019-11-22,13051,3079378,2019,12
"日本","BanG Dream! FILM LIVE",2019-11-22,91,20345,2019,12
"美國","冰雪奇緣2",2019-11-21,74593,17437073,2019,12
"印度","萬萬沒想到",2019-11-15,474,103928,2019,12
"美國","神機有毛病",2019-11-15,6,1650,2019,12
"日本","HELLO WORLD",2019-11-15,296,67699,2019,12
"日本","為美好的世界獻上祝福！紅傳說",2019-11-15,568,138288,2019,12
"中華民國","那個我最親愛的陌生人",2019-11-12,175,33845,2019,12
"美國","安眠醫生",2019-11-08,51,12080,2019,12
"中華民國","重甲機神：神降臨",2019-11-08,9,1960,2019,12
"美國","決戰中途島",2019-11-08,1646,370025,2019,12
"日本","山田孝之的痛苦與榮耀",2019-11-08,26,1300,2019,12
"美國","魔鬼終結者：黑暗宿命",2019-11-07,88,23310,2019,12
"美國","阿達一族",2019-11-01,15,3210,2019,12
"日本","紫羅蘭永恆花園外傳–永遠與自動手記人偶–",2019-11-01,93,22057,2019,12
"中華民國","陽光普照",2019-11-01,2137,514557,2019,12
"美國","金翅雀",2019-10-25,280,28560,2019,12
"法國","狙擊獵殺: 救援行動",2019-10-25,48,7280,2019,12
"美國","雙子殺手",2019-10-23,2,460,2019,12
"中華民國","盲人律師",2019-10-18,972,216155,2019,12
"美國","黑魔女2",2019-10-17,156,37360,2019,12
"美國","弒婚遊戲",2019-10-09,1363,104930,2019,12
"中華民國","江湖無難事",2019-10-09,274,31600,2019,12
"美國","藍波:最後一滴血",2019-10-09,2298,194015,2019,12
"日本","海獸之子",2019-10-09,166,8300,2019,12
"美國","屍樂園：髒比雙拼",2019-10-09,747,61195,2019,12
"南韓","電影版 壞傢伙們",2019-10-09,80,11650,2019,12
"澳洲","108悍將",2019-10-04,1100,95525,2019,12
"美國","小丑",2019-10-03,40,8880,2019,12
"日本","信用詐欺師JP",2019-09-27,26,3900,2019,12
"美國","校外打怪教學",2019-09-27,232,15800,2019,12
"英國","無間行動",2019-09-27,58,7080,2019,12
"中華民國","返校",2019-09-20,68,15840,2019,12
"美國","唐頓莊園",2019-09-20,71,10850,2019,12
"日本","我變笨了，請多多指教。",2019-09-20,100,21000,2019,12
"美國","星際救援",2019-09-20,240,21495,2019,12
"美國","舞孃騙很大",2019-09-12,438,31380,2019,12
"美國","好小男孩",2019-09-12,405,34150,2019,12
"加拿大","衝擊真相",2019-09-12,160,11350,2019,12
"日本","天氣之子",2019-09-12,49,10570,2019,12
"日本","大叔之愛電影版",2019-09-06,88,10230,2019,12
"美國","牠 第二章",2019-09-05,451,43965,2019,12
"香港","使徒行者2 諜影行動",2019-08-30,25,3500,2019,12
"美國","你願意嫁給我老公嗎？",2019-08-30,47,3760,2019,12
"南韓","極限逃生",2019-08-30,58,4520,2019,12
"中華民國","下半場",2019-08-23,150,7500,2019,12
"美國","全面攻佔3: 天使救援",2019-08-21,779,68875,2019,12
"日本","普羅米亞",2019-08-16,2482,1076991,2019,12
"美國","獅子王",2019-07-17,205,10250,2019,12
"美國","玩具總動員 4",2019-06-20,35,1750,2019,12
"加拿大","哈柏太空之旅 3D",2019-02-04,1,150,2019,12
"加拿大","深海獵奇 3D",2019-02-03,333,40890,2019,12
"法國","全面開戰",2018-12-02,1,100,2019,12
"捷克","無人知曉的七月十日",2016-07-22,4,580,2019,12
"美國","去年聖誕節",2019-12-06,36724,8554610,2019,12
"日本","人間失格：太宰治與他的3個女人",2019-12-06,4043,927230,2019,12
"日本","特約經紀公司",2019-12-06,2558,564301,2019,12
"中華民國","我的靈魂是愛做的",2019-12-06,1819,409678,2019,12
"中華民國","絕世情歌",2019-12-06,804,172235,2019,12
"阿爾及利亞","女孩要革命",2019-12-06,300,62980,2019,12
"日本","一屍到底番外篇：好萊塢大作戰！",2019-12-06,242,53800,2019,12
"法國","抓狂博物館",2019-12-06,194,39800,2019,12
"美國","餓魔餐廳",2019-12-06,56,11980,2019,12
"德國","呆萌特務",2019-12-06,2561,568299,2019,12
"美國","花生醬獵鷹的願望",2019-12-06,1033,220210,2019,12
"美國","野蠻遊戲：全面晉級",2019-12-04,237781,55871160,2019,12
"英國","《悲慘世界》25周年紀念演唱會",2019-12-01,107,78840,2019,12
"馬來西亞","夕霧花園",2019-11-29,3260,732181,2019,12
"美國","暴走曼哈頓",2019-11-29,2521,550317,2019,12
"美國","布魯克林孤兒",2019-11-29,2093,474521,2019,12
"丹麥","懸案密碼前傳-瓶中信",2019-11-29,381,81570,2019,12
"西班牙/德國/荷蘭","布紐爾 超現實人生",2019-11-29,108,22940,2019,12
"法國","寂寞診療室",2019-11-29,44,9725,2019,12
"美國","鋒迴路轉",2019-11-28,33846,7860067,2019,12
"美國","賽道狂人",2019-11-26,60335,14595190,2019,12
"南韓","82年生的金智英",2019-11-22,20809,4927537,2019,12
"日本","BanG Dream! FILM LIVE",2019-11-22,375,87347,2019,12
"法國","許怨房",2019-11-22,92,21005,2019,12
"英國","麂皮：永不滿足",2019-11-22,76,18120,2019,12
"日本","麵包超人電影版：發光吧！冰淇淋王國的香草公主",2019-11-22,53,12644,2019,12
"美國","冰雪奇緣2",2019-11-21,144199,33450896,2019,12
"日本","為美好的世界獻上祝福！紅傳說",2019-11-15,1885,472594,2019,12
"印度","萬萬沒想到",2019-11-15,1174,260418,2019,12
"日本","HELLO WORLD",2019-11-15,1073,259992,2019,12
"美國","神機有毛病",2019-11-15,66,15500,2019,12
"中華民國","大餓",2019-11-15,54,12370,2019,12
"英國","抱歉我們錯過你了",2019-11-15,45,9600,2019,12
"義大利","失竊神畫：卡拉瓦喬",2019-11-15,48,9120,2019,12
"香港","催眠 . 裁決",2019-11-15,13,2935,2019,12
